tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
DMSO-Inter	3.8397861216075633	39390	chr13	97187389	97423389	97214718	97279322	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr13-97.2	64604	236000	5.265487336300351e-5	2.187114038699053	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.840691957940494	28231	chr12	73312797	73538812	73346086	73430112	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr12-73.4	84026	226015	0.0013629154370247308	2.15765247410817	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8415171571475417	76637	chr6	50301777	50459184	50324619	50422706	centromeric	0+1-1*	Wei	Osbpl3	-	154577	RDC-chr6-50.4	98087	157407	1.0260874699481247e-5	3.064147932332125	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.85285154568044	14118	chrX	52537696	52667696	52580665	52641667	telomeric	1+0-0*	Wei+DKFZ	Gpc3	-	76278	RDC-chrX-52.6	61002	130000	0.006699342776258479	2.5646743978590543	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.85285154568044	43982	chrX	130321797	130501797	130397666	130471782	telomeric	1+0-0*	Wei+DKFZ	Diaph2	+	144037	RDC-chrX-130.4	74116	180000	0.001563268965576484	2.682313495389774	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.854107191849534	13576	chr14	12097396	12231944	12129098	12196919	telomeric	1+0-1*	DKFZ	Ptprg	+	134548	RDC-chr14-12.2	67821	134548	0.004465451866403096	2.906976744186047	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.856312848330067	211666	chr8	125117002	125613807	125191187	125504049	bidirectional	2+1-1*	Wei+DKFZ	Disc1	+	148141	RDC-chr8-125.3	312862	496805	3.828519684720233e-14	2.7165420783422047	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.866202071191197	28856	chr12	107913764	108037764	107927852	108013025	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr12-108.0	85173	124000	4.4372984617107133e-4	2.8170336635522797	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8662124221073535	164199	chr14	20814760	21475595	20977302	21449082	bidirectional	1+1-1*	DKFZ	Adk	+	395995	RDC-chr14-21.2	471780	660835	9.548339008520325e-9	2.356997970562277	TRUE	2	Single	FALSE	6	NA	NA
DMSO-Inter	3.869567030684023	93512	chr18	44373945	44628811	44405119	44570994	centromeric	0+1-1*	Wei+DKFZ	Mcc	-	203751	RDC-chr18-44.5	165875	254866	4.5039005340172666e-6	2.2120603762361513	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.872488868642257	28584	chr1	68643206	68801206	68700686	68776996	telomeric	1+0-0*	DKFZ	Erbb4	-	158000	RDC-chr1-68.7	76310	158000	0.007383939883931037	1.8201284796573876	FALSE	1	Twin	TRUE	0	NA	NA
DMSO-Inter	3.874814682317728	378932	chr8	118429034	119211615	118455796	119085627	bidirectional	1+2-1*	DKFZ	Cdh13	+	782581	RDC-chr8-118.8	629831	782581	5.23550358097877e-14	2.399593914875944	TRUE	1	Multiple	TRUE	2	NA	593995
DMSO-Inter	3.882219848961851	34269	chr6	53537498	53715498	53626434	53690426	telomeric	1+0-0*	Wei	Creb5	+	162866	RDC-chr6-53.7	63992	178000	4.0311271960562544e-5	2.8501628664495113	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8851933681991264	225773	chr8	122808555	123426710	122972922	123331142	bidirectional	1+2-1*	DKFZ	Ankrd11	-	158462	RDC-chr8-123.2	358220	618155	3.0174262167039377e-12	2.4652027155156064	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.886557821146728	14004	chr11	98928781	99050247	98962832	99026864	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr11-99.0	64032	121466	8.712514314530663e-4	2.722127493865761	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.886557821146728	126451	chr11	108123163	108371163	108158389	108345377	bidirectional	1+1-1*	Wei	Prkca	-	220725	RDC-chr11-108.3	186988	248000	3.6496054414933487e-6	3.1327502936953397	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.887748819588057	37429	chr9	71799759	71962868	71826583	71914096	centromeric	0+1-1*	Wei+DKFZ	Tcf12	-	118616	RDC-chr9-71.9	87513	163109	6.781122645175874e-5	2.433003695124362	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.894300280885878	506624	chr16	6229429	7141320	6340619	7013710	bidirectional	1+1-1*	Wei+DKFZ	Rbfox1	+	911891	RDC-chr16-6.7	673091	911891	1.395426331587807e-23	3.00815292740999	TRUE	1	Twin	FALSE	0	NA	374000
DMSO-Inter	3.8949972258925487	17268	chr4	141414472	141546532	141449573	141520572	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr4-141.5	70999	132060	4.020721278613678e-4	2.731110725662685	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8949972258925487	147583	chr4	65427445	65845445	65578384	65787987	centromeric	0+1-1*	Wei+DKFZ	Astn2	-	418000	RDC-chr4-65.7	209603	418000	1.3019016385612976e-6	2.2939130481714756	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.8973330285017482	34037	chr10	67079159	67271159	67185714	67250543	combined	0+0-1*	Wei	Jmjd1c	+	159999	RDC-chr10-67.2	64829	192000	9.350614362738853e-6	2.865773371543645	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.898165632303789	24602	chr10	60727839	60855728	60754366	60830056	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr10-60.8	75690	127889	0.0019576261982823264	2.15712198176884	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.900871889714431	42023	chr18	75971205	76153205	76011264	76114692	telomeric	1+0-0*	Wei	Zbtb7c	+	177359	RDC-chr18-76.1	103428	182000	0.001364749645345537	2.6037017199309647	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9122106238453562	10072	chr11	51528765	51658765	51561510	51621634	telomeric	1+0-0*	Wei+DKFZ	Col23a1	+	55160	RDC-chr11-51.6	60124	130000	0.0011148931620624726	2.1911420889910445	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9122106238453562	47059	chr11	76358460	76608460	76421431	76518572	telomeric	1+0-1*	Wei+DKFZ	Abr	-	161007	RDC-chr11-76.5	97141	250000	1.7211565582949667e-5	2.3056653491436103	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9130508353173483	38274	chr1	185304737	185449294	185332490	185420527	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr1-185.4	88037	144557	1.1210058629696812e-4	2.6392554521461316	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9130508353173483	61427	chr1	39869545	40055530	39896700	40029745	bidirectional	1+1-1*	DKFZ	Map4k4	+	125398	RDC-chr1-40.0	133045	185985	8.429088565443695e-5	2.5030622570165626	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9160939571110096	15953	chr19	44250180	44394180	44276526	44339770	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr19-44.3	63244	144000	0.00012031168760777421	2.6441377531278216	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.929993255814044	12038	chr15	76133746	76241746	76153270	76212564	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr15-76.2	59294	108000	0.025043958071498437	1.928397752997401	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.929993255814044	15536	chr15	97924129	98074129	97940420	98004041	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr15-98.0	63621	150000	0.0010721415365221624	2.7915903341184682	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9332348022076355	26384	chr5	31620340	31818340	31739088	31793179	centromeric	0+1-1*	Wei	Bre	+	120434	RDC-chr5-31.8	54091	198000	1.0341586253887434e-5	2.965598914506906	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9358897849688512	97328	chr8	120386342	120636196	120426167	120582218	telomeric	1+0-1*	Wei	Gse1	+	195041	RDC-chr8-120.5	156051	249854	4.191889552984089e-8	3.4350715170627324	FALSE	1	Single	FALSE	1	NA	NA
DMSO-Inter	3.938305505041785	15844	chr10	4313031	4443031	4340072	4407350	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr10-4.4	67278	130000	0.0024919061768581795	2.1422154654135857	FALSE	2	Largely overlap	FALSE	3	NA	NA
DMSO-Inter	3.938305505041785	27720	chr10	83090149	83232149	83134977	83210118	telomeric	1+0-1*	DKFZ	Chst11	+	105755	RDC-chr10-83.2	75141	142000	0.0019108060057667503	2.2119306006774035	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.943492809800233	240268	chr2	30307134	31251584	30408511	31088641	telomeric	2+0-3*	Wei+DKFZ	Fnbp1	-	115822	RDC-chr2-30.7	680130	944450	1.3946050445698407e-18	2.4564711559036962	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9475116192286794	22779	chr6	31025083	31186452	31047459	31132801	centromeric	0+1-1*	Wei+DKFZ	Lncpint	-	92889	RDC-chr6-31.1	85342	161369	8.252117130197287e-5	2.601869818310108	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9589506028296095	85007	chr7	112666644	112919856	112777376	112893853	bidirectional	1+1-1*	Wei+DKFZ	Tead1	+	227485	RDC-chr7-112.8	116477	253212	3.2228436632866573e-7	3.05958763541159	FALSE	2	Multiple	FALSE	6	NA	NA
DMSO-Inter	3.9614264975404434	187981	chr15	98510839	99058138	98542087	98937870	telomeric	2+0-2*	DKFZ	NA	NA	NA	RDC-chr15-98.7	395783	547299	3.7682596039279605e-10	2.7464127165891186	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9636397900525404	29556	chr3	95603939	95855939	95634767	95692987	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr3-95.7	58220	252000	4.142871182237959e-6	2.285490400940316	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9636397900525404	458268	chr3	24073568	24820458	24244475	24797037	bidirectional	1+1-1*	Wei+DKFZ	Naaladl2	-	746890	RDC-chr3-24.5	552562	746890	1.6001141755187494e-22	2.792607079302994	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.9727219579545783	114598	chr14	93263955	93587955	93288703	93462453	centromeric	0+1-1*	Wei+DKFZ	Pcdh9	-	324000	RDC-chr14-93.4	173750	324000	1.676795711254187e-5	2.749168027476435	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.978965176026187	52998	chr4	151246542	151442542	151361189	151411189	telomeric	1+0-1*	Wei	Camta1	-	196000	RDC-chr4-151.4	50000	196000	2.108901106263597e-5	3.182939444577067	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.978965176026187	66304	chr4	8762619	8916619	8780127	8896467	telomeric	1+0-0*	Wei	Chd7	+	105830	RDC-chr4-8.8	116340	154000	0.0012051888274042686	2.43842965130456	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.978965176026187	77558	chr4	132197816	132413816	132234460	132391461	telomeric	1+0-0*	Wei	NA	NA	NA	RDC-chr4-132.3	157001	216000	1.6432557880145227e-4	2.745323373555513	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9802004554409587	49590	chr13	99356222	99556362	99397407	99505209	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr13-99.5	107802	200140	0.0021958129543618787	2.0548717771178864	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.9802004554409587	150896	chr13	44647048	44975613	44723476	44944653	telomeric	1+0-1*	DKFZ	Jarid2	+	192108	RDC-chr13-44.8	221177	328565	2.7707610874496184e-8	2.7436110854218687	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.984352429737296	81396	chr7	101957609	102233609	101984298	102205512	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr7-102.1	221214	276000	9.382544263251668e-7	3.3355947535052013	FALSE	2	Single	FALSE	4	NA	NA
DMSO-Inter	3.990629397236243	34594	chr16	94587264	94717265	94609339	94693971	centromeric	0+1-1*	Wei	Dyrk1a	+	108255	RDC-chr16-94.7	84632	130001	8.325735423168068e-7	3.802281368821293	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.001603706604869	79111	chr17	29968238	30300238	30030562	30233759	centromeric	0+1-1*	DKFZ	Btbd9	-	84714	RDC-chr17-30.1	203197	332000	8.34903317720804e-6	3.111870415350715	FALSE	2	Single	FALSE	3	NA	663920
DMSO-Inter	4.007200956959204	123731	chr14	93256422	93558422	93283136	93462453	centromeric	0+1-1*	Wei	Pcdh9	-	302000	RDC-chr14-93.4	179317	302000	9.839216741124886e-7	3.7209814569754163	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	4.016619661686577	13876	chr3	51816946	51966946	51891383	51941383	telomeric	1+0-0*	DKFZ	Maml3	-	150000	RDC-chr3-51.9	50000	150000	2.503705223167316e-4	2.561287961946579	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.019613963472696	42920	chr5	113799037	113937037	113827077	113915093	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr5-113.9	88016	138000	5.008386247396255e-4	2.80288697358279	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.021350472960139	76270	chr5	136366696	136615965	136488631	136589904	telomeric	1+0-1*	Wei+DKFZ	Cux1	-	200794	RDC-chr5-136.5	101273	249269	2.123180609645548e-8	3.3484052303556155	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.0254000780015	10065	chr1	160165880	160333880	160184295	160256522	centromeric	0+1-0*	Wei+DKFZ	Rabgap1l	-	114706	RDC-chr1-160.2	72227	168000	0.04526964646893797	1.4969088069407694	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.028029009041254	26033	chr16	24323956	24591956	24410135	24486626	centromeric	0+1-1*	Wei+DKFZ	Lpp	+	198606	RDC-chr16-24.4	76491	268000	3.996203978782329e-5	2.0988561234127405	FALSE	1	Twin	FALSE	2	NA	NA
DMSO-Inter	4.0313313290950505	465569	chr9	29125615	29946288	29155866	29922337	bidirectional	2+2-1*	Wei	Ntm	-	820673	RDC-chr9-29.5	766471	820673	6.611456905584076e-16	3.5343596786444134	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.035641241549654	15761	chr2	34163728	34353728	34208419	34281038	centromeric	0+1-0*	Wei+DKFZ	Pbx3	-	182271	RDC-chr2-34.2	72619	190000	0.001696038279673486	2.0426210072311366	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.041536669796162	12196	chr19	47830479	47944479	47850854	47913073	centromeric	0+1-0*	DKFZ	Cfap43	-	7358	RDC-chr19-47.9	62219	114000	0.014640901645789567	1.8857758620689657	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.042460571977566	457675	chr18	71555908	72362076	71653235	72337743	bidirectional	2+1-1*	Wei+DKFZ	Dcc	-	795332	RDC-chr18-72.0	684508	806168	3.90360444354574e-18	2.3751841788230452	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	4.042676377982771	57749	chr1	39886020	40030303	39904981	40006671	telomeric	1+0-1*	Wei	Map4k4	+	125398	RDC-chr1-40.0	101690	144283	2.131872235197281e-5	3.3620508510191214	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.05044423063009	17452	chr7	28778047	28886047	28798264	28865730	telomeric	1+0-0*	Wei	NA	NA	NA	RDC-chr7-28.8	67466	108000	0.014519485286767239	2.1894445724821385	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.05044423063009	89300	chr7	132932074	133120074	132948163	133092298	telomeric	1+0-0*	Wei	Ctbp2	-	133063	RDC-chr7-133.0	144135	188000	9.398430277629287e-6	3.5353970854531345	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.052521008827053	46866	chr6	94594637	94740125	94617396	94716324	telomeric	1+0-1*	Wei+DKFZ	Slc25a26	+	10022	RDC-chr6-94.7	98928	145488	4.3777684989552386e-6	3.533152749970557	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.0575241531051045	26102	chr15	8605184	8740871	8628073	8699495	centromeric	0+1-1*	Wei+DKFZ	Gm31340	+	29845	RDC-chr15-8.7	71422	135687	1.6781381964811796e-4	2.692140686061659	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.0575241531051045	97975	chr15	76828002	77179047	76871490	77108201	bidirectional	1+1-1*	Wei+DKFZ	Rbfox2	-	100057	RDC-chr15-77.0	236711	351045	6.156232517166962e-5	2.0845547521334113	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.071885893322261	14274	chr13	29828083	29982151	29892103	29955143	telomeric	1+0-1*	DKFZ	Cdkal1	-	27601	RDC-chr13-29.9	63040	154068	0.0010209343578227155	2.25140712945591	FALSE	2	Multiple	FALSE	5	NA	NA
DMSO-Inter	4.071971196005203	13378	chr14	27754378	27868378	27784836	27848235	centromeric	0+1-0*	DKFZ	Erc2	+	114000	RDC-chr14-27.8	63399	114000	0.009941977347319761	2.154860388615603	FALSE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	4.071971196005203	162889	chr14	25428740	25847096	25536091	25693375	telomeric	1+0-1*	DKFZ	Zmiz1	+	207874	RDC-chr14-25.6	157284	418356	1.5396922342235771e-7	2.9094458614860104	TRUE	1	Largely overlap	FALSE	5	NA	NA
DMSO-Inter	4.088008813380992	23374	chr11	75082452	75242452	75102995	75190806	telomeric	1+0-0*	Wei+DKFZ	Smg6	+	81996	RDC-chr11-75.1	87811	160000	0.0057451263778483894	1.8482339037852915	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.088008813380992	53291	chr11	77456051	77726051	77545352	77596349	telomeric	1+0-0*	Wei+DKFZ	Ssh2	+	4169	RDC-chr11-77.6	50997	270000	1.5032243267512364e-5	2.1856968001398847	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.091055636862423	55465	chr1	90903040	91131040	91040555	91104138	telomeric	1+0-1*	Wei+DKFZ	Lrrfip1	+	130516	RDC-chr1-91.1	63583	228000	1.0816474329193993e-5	2.3119331317801888	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.092848131599767	99802	chr10	49251776	49638757	49426362	49503627	bidirectional	1+1-1*	Wei+DKFZ	Grik2	-	386981	RDC-chr10-49.5	77265	386981	6.130961626842243e-9	2.4729328555958854	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	4.097187894156457	14477	chr5	114311338	114429338	114345440	114401662	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr5-114.4	56222	118000	0.007806588062057999	2.283399198526882	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.102007809002348	252351	chr4	136085200	136885668	136115204	136859068	bidirectional	2+2-2*	Wei+DKFZ	Ephb2	-	188476	RDC-chr4-136.5	743864	800468	9.25006846289056e-12	2.44813565700018	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.103400147062119	28657	chr11	61461439	61622912	61483074	61568322	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr11-61.5	85248	161473	4.546776023554465e-4	2.6078594363763794	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.106066474082115	43004	chr14	121126859	121390859	121223803	121294017	telomeric	1+0-1*	DKFZ	Farp1	+	156885	RDC-chr14-121.3	70214	264000	4.436335433997037e-4	2.452867213090008	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.116788776645581	19158	chr12	69760843	69908843	69788585	69850203	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr12-69.8	61618	148000	2.9412210898071986e-4	2.946713595809119	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.1213616829944515	59277	chr7	142487934	142723934	142535953	142677004	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr7-142.6	141051	236000	2.511189076811041e-6	3.3230591408206513	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.1213616829944515	163692	chr7	112403248	112923809	112431710	112908282	bidirectional	1+2-1*	DKFZ	Tead1	+	227485	RDC-chr7-112.7	476572	520561	8.254765740060739e-9	2.960479771868913	TRUE	2	Multiple	FALSE	6	NA	NA
DMSO-Inter	4.125685302623699	24196	chr15	41413647	41657647	41462097	41512927	centromeric	0+1-0*	Wei	Oxr1	+	210222	RDC-chr15-41.5	50830	244000	6.138981822161584e-6	3.0243044099857035	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.125685302623699	69878	chr15	80653096	80891096	80687167	80864296	centromeric	0+1-0*	Wei	Tnrc6b	+	179783	RDC-chr15-80.8	177129	238000	3.74962078925891e-4	2.3966446974236066	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.1279423744211385	33263	chr3	105461816	105760603	105543699	105623899	telomeric	1+0-1*	Wei	Kcnd3	+	212186	RDC-chr3-105.6	80200	298787	3.1338751032629956e-8	3.5688793718772303	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.136446413703171	15340	chr14	77608734	77730734	77631760	77700877	telomeric	1+0-0*	Wei+DKFZ	Enox1	+	113029	RDC-chr14-77.7	69117	122000	0.01550793616163528	2.243234503807937	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.136446413703171	323624	chr14	38647319	39274263	38682715	39247366	bidirectional	2+1-1*	Wei+DKFZ	Nrg3	-	626944	RDC-chr14-39.0	564651	626944	4.1705795103699274e-13	2.9069917216490317	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	4.147945847072288	22078	chr8	128368180	128490180	128395713	128464080	telomeric	1+0-0*	DKFZ	Nrp1	+	122000	RDC-chr8-128.4	68367	122000	0.00913686611747953	1.9351916663235476	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.147945847072288	145564	chr8	125121140	125397140	125158773	125305330	bidirectional	1+1-1*	DKFZ	Disc1	+	144003	RDC-chr8-125.2	146557	276000	9.749635179890999e-8	2.653229123817359	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.154966059003131	188252	chr13	28509829	28991988	28559855	28961408	bidirectional	1+2-2*	DKFZ	2610307P16Rik	-	375593	RDC-chr13-28.8	401553	482159	5.724623719720196e-8	2.457968077941099	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.158967515894276	332477	chr12	79422706	80294558	79442405	80180777	centromeric	0+2-3*	DKFZ	Rad51b	+	425554	RDC-chr12-79.8	738372	871852	5.126017728499862e-14	2.6199595701670395	TRUE	1	Single	FALSE	0	NA	NA
DMSO-Inter	4.162205956834685	160915	chr15	87504252	87798857	87526095	87764391	bidirectional	1+1-1*	Wei	Fam19a5	+	215065	RDC-chr15-87.6	238296	294605	4.998889957110772e-10	3.6715155458474698	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.175863805407113	54444	chr14	27007334	27192342	27031237	27131008	centromeric	0+1-1*	Wei+DKFZ	Arhgef3	+	77520	RDC-chr14-27.1	99771	185008	2.5373448586454003e-5	2.956213434135207	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.181341246176893	155574	chr2	165738569	166186001	165784672	166158767	telomeric	2+0-1*	Wei+DKFZ	Eya2	+	33158	RDC-chr2-166.0	374095	447432	5.68598788625506e-10	2.676560900640039	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.188212610875837	64986	chr4	128592629	128814523	128673018	128794040	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr4-128.7	121022	221894	9.306478450881064e-5	3.2285663551100128	FALSE	2	Multiple	FALSE	7	NA	NA
DMSO-Inter	4.196771624887923	10045	chr10	99194571	99324571	99238418	99298508	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr10-99.3	60090	130000	8.771538955217677e-5	2.4617404504985023	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.208830920116139	222407	chr6	61518820	62200562	61596479	62104902	bidirectional	1+1-1*	Wei	Ccser1	+	681742	RDC-chr6-61.9	508423	681742	6.652176792238968e-14	2.939712192693393	TRUE	1	Twin	FALSE	0	NA	1159848
DMSO-Inter	4.2256939594296155	251106	chr15	78802294	79609967	78905177	79577463	bidirectional	2+1-1*	DKFZ	NA	NA	NA	RDC-chr15-79.2	672286	807673	2.3271573115777407e-10	2.353858378686337	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.22689159929924	165839	chr14	11538284	12236654	11568305	12214203	bidirectional	1+1-2*	Wei	Ptprg	+	683101	RDC-chr14-11.9	645898	698370	3.756404958480632e-18	3.917589924651323	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	4.238013031228356	67134	chr3	88374163	88662163	88511017	88594766	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr3-88.6	83749	288000	1.5032537849480549e-6	2.5932649205349536	FALSE	3	Multiple; Largely overlap	FALSE	43	NA	NA
DMSO-Inter	4.2519580762786555	108782	chr18	34806729	35374986	34834677	35272089	bidirectional	1+1-0*	DKFZ	Sil1	-	108590	RDC-chr18-35.1	437412	568257	3.859056392806554e-5	1.8177136192192918	TRUE	2	Twin	FALSE	12	NA	NA
DMSO-Inter	4.269598521511636	37834	chr15	81757423	81993423	81873712	81953484	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr15-81.9	79772	236000	2.3120350998623303e-5	2.453411285691914	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.274676675876751	533499	chr6	143809184	144804538	143833645	144773897	bidirectional	4+1-1*	Wei+DKFZ	Sox5	-	953564	RDC-chr6-144.3	940252	995354	3.088992972634751e-26	3.1326506436412456	TRUE	1	Multiple	TRUE	0	NA	841964
DMSO-Inter	4.276568601581509	267900	chr18	34808729	35963091	34832211	35915415	bidirectional	3+2-2*	Wei+DKFZ	Sil1	-	232894	RDC-chr18-35.4	1083204	1154362	5.7083349035588e-15	2.0206689500668706	TRUE	2	Twin	FALSE	12	NA	NA
DMSO-Inter	4.285495772264498	62848	chr19	6345230	6563230	6421277	6537166	bidirectional	1+1-1*	Wei	Nrxn2	+	114479	RDC-chr19-6.5	115889	218000	1.1278102927451839e-6	3.002552169343942	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.31034120265309	135135	chr4	137681613	138103350	137835174	138064073	centromeric	0+1-1*	Wei+DKFZ	Eif4g3	+	110337	RDC-chr4-137.9	228899	421737	1.9414571081548e-8	2.6402275903115227	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.313902128486984	43540	chr13	98807060	98964656	98852283	98945233	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr13-98.9	92950	157596	0.005325487524393207	1.846780869897472	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	4.318829907199866	232614	chr16	66933446	67318650	66976983	67244605	bidirectional	1+1-1*	Wei	Cadm2	-	385204	RDC-chr16-67.1	267622	385204	5.953908637612886e-17	4.258973037952946	TRUE	1	Twin	FALSE	0	NA	564081
